ticker,company name,short name
MDYG,SPDR S&P 400 Mid Cap Growth ETF (based on S&P MidCap 400 Growth Index--symbol: MUV),SPDR S&P 400 Mid Cap Growth ETF (based on S&P MidCap 400 Growth Index--symbol: MUV)
MDYV,SPDR S&P 400 Mid Cap Value ETF (based on S&P MidCap 400 Value Index--symbol: MGD,SPDR S&P 400 Mid Cap Value ETF (based on S&P MidCap 400 Value Index--symbol: MGD
MED,MEDIFAST INC,MEDIFAST
MEDP,Medpace Holdings,Medpace
MEET,The Meet Group,The Meet
MEI,Methode Electronics,Methode Electronics
MEIP,MEI Pharma,MEI Pharma
MELI,MercadoLibre,MercadoLibre
MELR,Melrose Bancorp,Melrose Bancorp
MEN,Blackrock MuniEnhanced Fund,Blackrock MuniEnhanced Fund
MEOH,Methanex,Methanex
MERC,Mercer International,Mercer International
MESA,Mesa Air Group,Mesa Air
MESO,Mesoblast Limited,Mesoblast Limited
MET,MetLife,MetLife
METC,Ramaco Resources,Ramaco Resources
MFA,MFA Financial,MFA Financial
MFAC,Megalith Financial Acquisitionp. Class A,Megalith Financial Acquisition
MFC,Manulife Financial,Manulife Financial
MFCB,MFC Bancorp.,MFC Bancorp
MFD,Macquarie First Trust Global,Macquarie First Trust Global
MFG,Mizuho Financial Group Sponosred ADR (Japan),Mizuho Financial Sponosred (Japan)
MFGP,Micro Focus Intl PLC ADS each representing One Ord Sh,Micro Focus Intl PLC ADS each representing One Ord Sh
MFIN,Medallion Financialp.,Medallion Financial
MFL,Blackrock MuniHoldings Investment Quality Fund of Beneficial Interest,Blackrock MuniHoldings Investment Quality Fund of Beneficial Interest
MFM,MFS Municipalme Trust,MFS Municipal Income Trust
MFNC,Mackinac Financial,Mackinac Financial
MFSF,MutualFirst Financial,MutualFirst Financial
MFT,Blackrock MuniYield Investment Quality Fund of Beneficial Interest,Blackrock MuniYield Investment Quality Fund of Beneficial Interest
MFV,MFS Special Value Trust,MFS Special Value Trust
MG,Mistras Group,Mistras
MGA,Magna International,Magna International
MGC,Vanguard Mega Cap,Vanguard Mega Cap
MGEE,MGE Energy,MGE Energy
MGEN,Miragen Therapeutics,Miragen Therapeutics
MGF,MFS Government Marketsme Trust,MFS Government Markets Income Trust
MGI,Moneygram International,Moneygram International
MGIC,Magic Software Enterprises.,Magic Software Enterprises
MGK,Vanguard Mega Cap Growth,Vanguard Mega Cap Growth
MGLN,Magellan Health,Magellan Health
MGM,MGM Resorts International,MGM Resorts International
MGNX,MacroGenics,MacroGenics
MGP,MGM Growth Properties LLC Class A representing limited liability company interests,MGM Growth Properties LLC representing limited liability company interests
MGPI,MGP Ingredients,MGP Ingredients
MGRC,McGrath RentCorp,McGrath RentCorp
MGTA,Magenta Therapeutics,Magenta Therapeutics
MGTX,MeiraGTx Holdings plc,MeiraGTx plc
MGU,Macquarie Global Infrastructure Total Return Fund,Macquarie Global Infrastructure Total Return Fund
MGV,Vanguard Mega Cap Value,Vanguard Mega Cap Value
MGY,Magnolia Oil & Gas Class A,Magnolia Oil & Gas
MGYR,Magyar Bancorp,Magyar Bancorp
MHD,Blackrock MuniHoldings Fund,Blackrock MuniHoldings Fund
MHE,BlackRock Massachusetts Tax-Exempt Trust,BlackRock Massachusetts Tax-Exempt Trust
MHF,Western Asset Municipal Highme Fund,Western Asset Municipal High Income Fund
MHH,Mastech Digital,Mastech Digital
MHI,Pioneer Municipal Highme Trust of Beneficial Interest,Pioneer Municipal High Income Trust of Beneficial Interest
MHK,Mohawk Industries,Mohawk Industries
MHLD,Maiden Holdings.,Maiden
MHN,Blackrock MuniHoldings New York Quality Fund,Blackrock MuniHoldings New York Quality Fund
MHO,M/I Homes,M/I Homes
MIC,Macquarie Infrastructure,Macquarie Infrastructure
MICR,Micron Solutions,Micron Solutions
MICT,MICT,MICT
MIDD,The Middleby,The Middleby
MIDU,Direxion Mid Cap Bull 3X Shares,Direxion Mid Cap Bull 3X Shares
MIE,Cohen & Steers MLPme and Energy Opportunity Fund,Cohen & Steers MLP Income and Energy Opportunity Fund
MIK,The Michaelspanies,The Michaels Companies
MIME,Mimecast Limited,Mimecast Limited
MIN,MFS Intermediateme Trust,MFS Intermediate Income Trust
MIND,Mitcham Industries,Mitcham Industries
MINI,Mobile Mini,Mobile Mini
MINT,PIMCO Enhanced Short Maturity Active Exchange-Traded Fund,PIMCO Enhanced Short Maturity Active Exchange-Traded Fund
MITK,Mitek Systems,Mitek Systems
MITT,AG Mortgage Investment Trust,AG Mortgage Investment Trust
MIXT,MiX Telematics Limited American Depositary Shares each representing 25,MiX Telematics Limited American Depositary Shares each representing 25
MIY,Blackrock MuniYield Michigan Quality Fund,Blackrock MuniYield Michigan Quality Fund
MJCO,Majesco,Majesco
MKC,McCormick &panyrporated,McCormick & Company Incorporated
MKC.V,McCormick &panyrporated,McCormick & Company Incorporated
MKGI,Monaker Group,Monaker
MKL,Markel,Markel
MKSI,MKS Instruments,MKS Instruments
MKTX,MarketAxess Holdings,MarketAxess
MLAB,Mesa Laboratories,Mesa Laboratories
MLCO,Melco Resorts & Entertainment Limited,Melco Resorts & Entertainment Limited
MLHR,Herman Miller,Herman Miller
MLI,Mueller Industries,Mueller Industries
MLM,Martin Marietta Materials,Martin Marietta Materials
MLN,VanEck Vectors AMT-Free Long Municipal Index,VanEck Vectors AMT-Free Long Municipal Index
MLND,Millendo Therapeutics,Millendo Therapeutics
MLNT,Melinta Therapeutics,Melinta Therapeutics
MLNX,Mellanox.,Mellanox
MLP,Maui Land & Pineapplepany,Maui Land & Pineapple Company
MLPA,Global X MLP,Global X MLP
MLPG,UBS AG Exchange Traded Access Securities (E-TRACS) Linked to the Alerian Natural Gas MLP Index due July 9 2040,UBS AG Exchange Traded Access Securities (E-TRACS) Linked to the Alerian Natural Gas MLP Index due July 9 2040
MLPI,UBS AG ETN,UBS AG ETN
MLPY,Morgan Stanley Cushing MLP Highme Index ETN,Morgan Stanley Cushing MLP High Income Index ETN
MLR,Miller Industries,Miller Industries
MLSS,Milestone Scientific,Milestone Scientific
MLVF,Malvern Bancorp,Malvern Bancorp
MMAC,MMA Capital Holdings,MMA Capital
MMC,Marsh & McLennanpanies,Marsh & McLennan Companies
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,MainStay MacKay DefinedTerm Municipal Opportunities Fund
MMDM,Modern Media Acquisitionp.,Modern Media Acquisition
MMI,Marcus & Millichap,Marcus & Millichap
MMLP,Martin Midstream Partners L.P.,Martin Midstream Partners
MMM,3Mpany,3M Company
MMP,Magellan Midstream Partners L.P. Limited Partnership,Magellan Midstream Partners Limited Partnership
MMS,Maximus,Maximus
MMSI,Merit Medical Systems,Merit Medical Systems
MMT,MFS Multimarketme Trust,MFS Multimarket Income Trust
MMU,Western Asset Managed Municipals Fund,Western Asset Managed Municipals Fund
MMYT,MakeMyTrip Limited,MakeMyTrip Limited
MN,Manning & Napier Class A,Manning & Napier
MNA,IQ Merger Arbitrage,IQ Merger Arbitrage
MNDO,MIND C.T.I..,MIND C.T.I.
MNE,Blackrock Muni New York Intermediate Duration Fund,Blackrock Muni New York Intermediate Duration Fund
MNGA,MagneGas Applied Technology Solutions,MagneGas Applied Technology Solutions
MNI,McClatchypany (The),McClatchy Company (The)
MNK,Mallinckrodt plc,Mallinckrodt plc
MNKD,MannKind,MannKind
MNLO,Menlo Therapeutics,Menlo Therapeutics
MNOV,MediciNova,MediciNova
MNP,Western Asset Municipal Partners Fund,Western Asset Municipal Partners Fund
MNR,Monmouth Real Estate Investment Class A,Monmouth Real Estate Investment
MNRO,Monro,Monro
MNST,Monster Beverage,Monster Beverage
MNTA,Momenta Pharmaceuticals,Momenta Pharmaceuticals
MNTX,Manitex International,Manitex International
MO,Altria Group,Altria
MOAT,VanEck Vectors Morningstar Wide Moat,VanEck Vectors Morningstar Wide Moat
MOBL,MobileIron,MobileIron
MOC,Command Security,Command Security
MOD,Modine Manufacturingpany,Modine Manufacturing Company
MODN,Model N,Model N
MOFG,MidWestOne Financial Group,MidWestOne Financial
MOG.A,Moog Class A,Moog
MOG.B,Moog Class B,Moog B
MOGO,Mogo Finance Technology,Mogo Finance Technology
MOGU,MOGU American Depositary Shares (each representing 25 Class A),MOGU American Depositary Shares (each representing 25 A)
MOH,Molina Healthcare,Molina Healthcare
MOM,AGFiQ U.S. Market Neutral Momentum Fund,AGFiQ U.S. Market Neutral Momentum Fund
MOMO,Momo,Momo
MOO,VanEck Vectors Agribusiness,VanEck Vectors Agribusiness
MOR,MorphoSys AG,MorphoSys AG
MORN,Morningstar,Morningstar
MORT,VanEck Vectors Mortgage REITme,VanEck Vectors Mortgage REIT Income
MOS,Mosaicpany (The),Mosaic Company (The)
MOSC,Mosaic Acquisitionp. Class A,Mosaic Acquisition
MOSY,MoSys,MoSys
MOTS,Motus GI Holdings,Motus GI
MOV,Movado Group,Movado
MOXC,Moxian,Moxian
MPA,Blackrock MuniYield Pennsylvania Quality Fund,Blackrock MuniYield Pennsylvania Quality Fund
MPAA,Motorcar Parts of America,Motorcar Parts of America
MPB,Mid Penn Bancorp,Mid Penn Bancorp
MPC,Marathon Petroleum,Marathon Petroleum
MPLX,MPLX LP Representing Limited Partner Interests,MPLX Representing Limited Partner Interests
MPO,Midstates Petroleumpany,Midstates Petroleum Company
MPV,Barings Participation Investors,Barings Participation Investors
MPVD,Mountain Province Diamonds,Mountain Province Diamonds
MPW,Medical Properties Trust,Medical Properties Trust
MPWR,Monolithic Power Systems,Monolithic Power Systems
MPX,Marine Products,Marine Products
MQT,Blackrock MuniYield Quality Fund II,Blackrock MuniYield Quality Fund II
MQY,Blackrock MuniYield Quality Fund,Blackrock MuniYield Quality Fund
MRAM,Everspin,Everspin
MRBK,Meridian,Meridian
MRC,MRC Global,MRC Global
MRCC,Monroe Capital,Monroe Capital
MRCY,Mercury Systems,Mercury Systems
MRIN,Marin Softwarerporated,Marin Software Incorporated
MRK,Merck &pany (new),Merck & Company (new)
MRKR,Marker Therapeutics,Marker Therapeutics
MRLN,Marlin Business Servicesp.,Marlin Business Services
MRNA,Moderna,Moderna
MRNS,Marinus Pharmaceuticals,Marinus Pharmaceuticals
MRO,Marathon Oil,Marathon Oil
MRSN,Mersana Therapeutics,Mersana Therapeutics
MRT,MedEquities Realty Trust,MedEquities Realty Trust
MRTN,Marten Transport.,Marten Transport
MRTX,Mirati Therapeutics,Mirati Therapeutics
MRUS,Merus N.V.,Merus N.V.
MRVL,Marvell Technology Group.,Marvell Technology
MS,Morgan Stanley,Morgan Stanley
MSA,MSA Safetyrporated,MSA Safety Incorporated
MSB,Mesabi Trust,Mesabi Trust
MSBF,MSB Financialp.,MSB Financial
MSBI,Midland States Bancorp,Midland States Bancorp
MSC,Studio City International Holdings Limited American depositary shares each representing four Class A,Studio City International Limited American depositary shares each representing four
MSCI,MSCI,MSCI
MSD,Morgan Stanley Emerging Markets Debt Fund,Morgan Stanley Emerging Markets Debt Fund
MSEX,Middlesex Waterpany,Middlesex Water Company
MSF,Morgan Stanley Emerging Markets Fund,Morgan Stanley Emerging Markets Fund
MSFT,Microsoft,Microsoft
MSG,The Madison Square Gardenpany Class A (New),The Madison Square Garden Company (New)
MSGN,MSG Networks,MSG Networks
MSI,Motorola Solutions,Motorola Solutions
MSL,MidSouth Bancorp,MidSouth Bancorp
MSM,MSC Industrial Directpany,MSC Industrial Direct Company
MSN,Emerson Radio,Emerson Radio
MSON,MISONIX,MISONIX
MSTR,MicroStrategyrporated,MicroStrategy Incorporated
MSVB,Mid-Southern Bancorp,Mid-Southern Bancorp
MT,Arcelor Mittal NY Registry Shares NEW,Arcelor Mittal NY Registry Shares NEW
MTB,M&T Bank,M&T Bank
MTBC,Medical Transcription Billingp.,Medical Transcription Billing
MTC,MMTec,MMTec
MTCH,Match Group,Match
MTD,Mettler-Toledo International,Mettler-Toledo International
MTDR,Matador Resourcespany,Matador Resources Company
MTEC,MTech Acquisitionp.,MTech Acquisition
MTEM,Molecular Templates,Molecular Templates
MTEX,Mannatechrporated,Mannatech Incorporated
MTFB,Motif Bio plc,Motif Bio plc
MTG,MGIC Investment,MGIC Investment
MTH,Meritage Homes,Meritage Homes
MTL,Mechel PAO American Depositary Shares (Each rep. 1),Mechel PAO American Depositary Shares (Each rep. 1)
MTLS,Materialise NV,Materialise NV
MTN,Vail Resorts,Vail Resorts
MTNB,Matinas Biopharma Holdings,Matinas Biopharma
MTOR,Meritor,Meritor
MTP,Midatech Pharma PLC,Midatech Pharma PLC
MTR,Mesa Royalty Trust,Mesa Royalty Trust
MTRN,Materion,Materion
MTRX,Matrix Servicepany,Matrix Service Company
MTSC,MTS Systems,MTS Systems
MTSI,MACOM Technology Solutions Holdings,MACOM Technology Solutions
MTSL,MER Telemanagement Solutions.,MER Telemanagement Solutions
MTT,Western Asset Municipal Defined Opportunity Trust,Western Asset Municipal Defined Opportunity Trust
MTW,Manitowocpany (The),Manitowoc Company (The)
MTX,Minerals,Minerals
MTZ,MasTec,MasTec
MU,Micron Technology,Micron Technology
MUA,Blackrock MuniAssets Fund,Blackrock MuniAssets Fund
MUB,iShares National Muni Bond,iShares National Muni Bond
MUC,Blackrock MuniHoldings California Quality Fund,Blackrock MuniHoldings California Quality Fund
MUDS,Mudrick Capital Acquisition,Mudrick Capital Acquisition
MUE,Blackrock MuniHoldings Quality Fund II,Blackrock MuniHoldings Quality Fund II
MUFG,Mitsubishi UFJ Financial Group,Mitsubishi UFJ Financial
MUH,Blackrock MuniHoldings Fund II,Blackrock MuniHoldings Fund II
MUI,Blackrock Muni Intermediate Duration Fund,Blackrock Muni Intermediate Duration Fund
MUJ,Blackrock MuniHoldings New Jersey Quality Fund,Blackrock MuniHoldings New Jersey Quality Fund
MUNI,PIMCO Intermediate Municipal Bond Active Exchange-Traded Fund,PIMCO Intermediate Municipal Bond Active Exchange-Traded Fund
MUR,Murphy Oil,Murphy Oil
MUS,Blackrock MuniHoldings Quality Fund,Blackrock MuniHoldings Quality Fund
MUSA,Murphy USA,Murphy USA
MUX,McEwen Mining,McEwen Mining
MVBF,MVB Financialp.,MVB Financial
MVC,MVC Capital,MVC Capital
MVF,Blackrock MuniVest Fund,Blackrock MuniVest Fund
MVIS,MicroVision,MicroVision
MVO,MV Oil Trust,MV Oil Trust
MVT,Blackrock MuniVest Fund II,Blackrock MuniVest Fund II
MVV,ProShares Ultra MidCap400,ProShares Ultra MidCap400
MWA,MUELLER WATER PRODUCTS,MUELLER WATER PRODUCTS
MX,MagnaChip Semiconductor,MagnaChip Semiconductor
MXC,Mexco Energy,Mexco Energy
MXE,Mexico Equity andme Fund (The),Mexico Equity and Income Fund (The)
MXF,Mexico Fund (The),Mexico Fund (The)
MXI,iShares Global Materials,iShares Global Materials
MXIM,Maxim Integrated Products,Maxim Integrated Products
MXL,MaxLinear,MaxLinear
MXWL,Maxwell,Maxwell
MYC,Blackrock MuniYield California Fund,Blackrock MuniYield California Fund
MYD,Blackrock MuniYield Fund,Blackrock MuniYield Fund
MYE,Myers Industries,Myers Industries
MYF,Blackrock MuniYield Investment Fund,Blackrock MuniYield Investment Fund
MYFW,First Western Financial,First Western Financial
MYGN,Myriad Genetics,Myriad Genetics
MYI,Blackrock MuniYield Quality Fund III,Blackrock MuniYield Quality Fund III
MYJ,Blackrock MuniYield New Jersey Fund,Blackrock MuniYield New Jersey Fund
MYL,Mylan N.V.,Mylan N.V.
MYN,Blackrock MuniYield New York Quality FundCommon Stock,Blackrock MuniYield New York Quality Fund Inc.Common Stock
MYND,MYnd Analytics,MYnd Analytics
MYO,Myomo,Myomo
MYOK,MyoKardia,MyoKardia
MYOS,MYOS RENS Technology,MYOS RENS Technology
MYOV,Myovant Sciences.,Myovant Sciences
MYRG,MYR Group,MYR
MYSZ,My Size,My Size
MYY,ProShares Short MidCap400,ProShares Short MidCap400
MZA,Blackrock MuniYield Arizona Fund,Blackrock MuniYield Arizona Fund
NAC,Nuveen California Quality Municipalme Fund,Nuveen California Quality Municipal Income Fund
NAD,Nuveen Quality Municipalme Fund,Nuveen Quality Municipal Income Fund
NAII,Natural Alternatives International,Natural Alternatives International
NAK,Northern Dynasty Minerals.,Northern Dynasty Minerals
NAKD,Naked Brand Group Limited,Naked Brand Limited
NAN,Nuveen New York Quality Municipalme Fund,Nuveen New York Quality Municipal Income Fund
NANO,Nanometricsrporated,Nanometrics Incorporated
NAO,Nordic Amern Offshore. (Bermuda),Nordic Amern Offshore (Bermuda)
NAOV,NanoVibronix,NanoVibronix
NAT,Nordic American Tankers Limited,Nordic American Tankers Limited
NATH,Nathan's Famous,Nathan's Famous
NATI,National Instruments,National Instruments
NATR,Nature's Sunshine Products,Nature's Sunshine Products
NAV,Navistar International,Navistar International
NAVB,Navidea Biopharmaceuticals,Navidea Biopharmaceuticals
NAVG,The Navigators Group,The Navigators
NAVI,Navient,Navient
NAZ,Nuveen Arizona Quality Municipalme Fund,Nuveen Arizona Quality Municipal Income Fund
NBB,Nuveen Taxable Municipalme Fund of Beneficial Interest,Nuveen Taxable Municipal Income Fund of Beneficial Interest
NBEV,New Age Beverages,New Age Beverages
NBH,Neuberger Berman Municipal Fund,Neuberger Berman Municipal Fund
NBHC,National Bank Holdings,National Bank
NBIX,Neurocrine Biosciences,Neurocrine Biosciences
NBL,Noble Energy,Noble Energy
NBLX,Noble Midstream Partners LP Representing Limited Partner Interests,Noble Midstream Partners Representing Limited Partner Interests
NBN,Northeast Bancorp,Northeast Bancorp
NBO,Neuberger Berman New York Municipal Fund,Neuberger Berman New York Municipal Fund
NBR,Nabors Industries.,Nabors Industries
NBRV,Nabriva Therapeutics plc,Nabriva Therapeutics plc
NBTB,NBT Bancorp,NBT Bancorp
NBW,Neuberger Berman California Municipal Fund,Neuberger Berman California Municipal Fund
NBY,NovaBay Pharmaceuticals,NovaBay Pharmaceuticals
NC,NACCO Industries,NACCO Industries
NCA,Nuveen California Municipal Value Fund,Nuveen California Municipal Value Fund
NCB,Nuveen California Municipal Value Fund 2 of Beneficial Interest,Nuveen California Municipal Value Fund 2 of Beneficial Interest
NCBS,Nicolet Bankshares,Nicolet Bankshares
NCI,Navigantsulting,Navigant Consulting
NCLH,Norwegian Cruise Line Holdings.,Norwegian Cruise Line
NCMI,National CineMedia,National CineMedia
NCNA,NuCana plc,NuCana plc
NCOM,Nationalmerce,National Commerce
NCR,NCR,NCR
NCS,NCI Building Systems,NCI Building Systems
NCSM,NCS Multistage Holdings,NCS Multistage
NCTY,The9 Limited,The9 Limited
NCV,AllianzGIvertible &me Fund,AllianzGI Convertible & Income Fund
NCZ,AllianzGIvertible &me Fund II of Beneficial Interest,AllianzGI Convertible & Income Fund II of Beneficial Interest
NDAQ,Nasdaq,Nasdaq
NDLS,Noodles &pany,Noodles & Company
NDP,Tortoise Energy Independence Fund,Tortoise Energy Independence Fund
NDRA,ENDRA Life Sciences,ENDRA Life Sciences
NDSN,Nordson,Nordson
NE,Noble (UK),Noble (UK)
NEA,Nuveen AMT-Free Quality Municipalme Fund of Beneficial Interest Par Value $.01,Nuveen AMT-Free Quality Municipal Income Fund of Beneficial Interest Par Value $.01
NEBU,Nebula Acquisition,Nebula Acquisition
NEE,NextEra Energy,NextEra Energy
NEM,Newmont Mining,Newmont Mining
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,New England Realty Associates Limited Partnership Depositary Receipts Evidencing Units of Limited Partnership
NEO,NeoGenomics,NeoGenomics
NEOG,Neogen,Neogen
NEON,Neonode,Neonode
NEOS,Neos Therapeutics,Neos Therapeutics
NEP,NextEra Energy Partners LP representing limited partner interests,NextEra Energy Partners representing limited partner interests
NEPT,Neptune Wellness Solutions,Neptune Wellness Solutions
NERV,Minerva Neurosciences,Minerva Neurosciences
NES,Nuverra Environmental Solutions,Nuverra Environmental Solutions
NESR,National Energy Services Reunitedp.,National Energy Services Reunited
NETE,Net Element,Net Element
NETS,Netshoes (Cayman) Limited,Netshoes (Cayman) Limited
NEU,NewMarketp,NewMarket
NEV,Nuveen Enhanced Municipal Value Fund of Beneficial Interest,Nuveen Enhanced Municipal Value Fund of Beneficial Interest
NEW,Puxin Limited American Depositary Shares each representing two,Puxin Limited American Depositary Shares each representing two
